Table Name,State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers - Total -  Persons,Main Workers - Total - Males,Main Workers - Total - Females,Main Workers - Rural -  Persons,Main Workers - Rural - Males,Main Workers - Rural - Females,Main Workers - Urban -  Persons,Main Workers - Urban - Males,Main Workers - Urban - Females,Marginal Workers - Total -  Persons,Marginal Workers - Total - Males,Marginal Workers - Total - Females,Marginal Workers - Rural -  Persons,Marginal Workers - Rural - Males,Marginal Workers - Rural - Females,Marginal Workers - Urban -  Persons,Marginal Workers - Urban - Males,Marginal Workers - Urban - Females
B0118,`08,`120,District - Tonk,`23,`239,`2391,Manufacture of refractory products,134,106,28,92,74,18,42,32,10,30,22,8,24,22,2,6,0,6
B0118,`08,`120,District - Tonk,`23,`239,`2392,Manufacture of clay building materials,516,376,140,398,274,124,118,102,16,252,102,150,204,80,124,48,22,26
B0118,`08,`120,District - Tonk,`23,`239,`2393,Manufacture of other porcelain and ceramic products,832,604,228,678,498,180,154,106,48,362,194,168,354,194,160,8,0,8
B0118,`08,`120,District - Tonk,`23,`239,`2394,"Manufacture of cement, lime and plaster",58,58,0,28,28,0,30,30,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`23,`239,`2395,"Manufacture of articles of concrete, cement and plaster",122,120,2,86,84,2,36,36,0,36,36,0,24,24,0,12,12,0
B0118,`08,`120,District - Tonk,`23,`239,`2396,"Cutting, shaping and finishing of stone",684,632,52,456,416,40,228,216,12,170,128,42,146,104,42,24,24,0
B0118,`08,`120,District - Tonk,`23,`239,`2399,Manufacture of other non-metallic mineral products n.e.c.,192,162,30,116,92,24,76,70,6,32,24,8,16,14,2,16,10,6
B0118,`08,`120,District - Tonk,`24,`000,`0000,Manufacture of basic metals,394,368,26,158,146,12,236,222,14,68,50,18,36,30,6,32,20,12
B0118,`08,`120,District - Tonk,`24,`241,`0000,Manufacture of basic iron and steel,298,282,16,104,92,12,194,190,4,56,44,12,30,24,6,26,20,6
B0118,`08,`120,District - Tonk,`24,`241,`2410,Manufacture of basic iron and steel,298,282,16,104,92,12,194,190,4,56,44,12,30,24,6,26,20,6
B0118,`08,`120,District - Tonk,`24,`242,`0000,Manufacture of basic precious and other non-ferrous metals,6,6,0,6,6,0,0,0,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`24,`242,`2420,Manufacture of basic precious and other non-ferrous metals,6,6,0,6,6,0,0,0,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`24,`243,`0000,Casting of metals,90,80,10,48,48,0,42,32,10,6,0,6,0,0,0,6,0,6
B0118,`08,`120,District - Tonk,`24,`243,`2431,Casting of iron and steel,84,74,10,42,42,0,42,32,10,6,0,6,0,0,0,6,0,6
B0118,`08,`120,District - Tonk,`24,`243,`2432,Casting of non-ferrous metals,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`25,`000,`0000,"Manufacture of fabricated metal products, except machinery and equipment",1742,1568,174,858,754,104,884,814,70,256,188,68,162,104,58,94,84,10
B0118,`08,`120,District - Tonk,`25,`251,`0000,"Manufacture of structural metal products, tanks, reservoirs and steam",208,208,0,92,92,0,116,116,0,26,26,0,0,0,0,26,26,0
B0118,`08,`120,District - Tonk,`25,`251,`2511,Manufacture of structural metal products,202,202,0,86,86,0,116,116,0,26,26,0,0,0,0,26,26,0
B0118,`08,`120,District - Tonk,`25,`251,`2512,"Manufacture of tanks, reservoirs and containers of metal",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`25,`259,`0000,Manufacture of other fabricated metal products; metalworking service,1534,1360,174,766,662,104,768,698,70,230,162,68,162,104,58,68,58,10
B0118,`08,`120,District - Tonk,`25,`259,`2591,"Forging, pressing, stamping and roll-forming of metal; powder",6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`25,`259,`2592,Machining; treatment and coating of metals,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`25,`259,`2593,"Manufacture of cutlery, hand tools and general hardware",1042,888,154,516,420,96,526,468,58,204,136,68,144,86,58,60,50,10
B0118,`08,`120,District - Tonk,`25,`259,`2599,Manufacture of other fabricated metal products n.e.c.,480,460,20,244,236,8,236,224,12,26,26,0,18,18,0,8,8,0
B0118,`08,`120,District - Tonk,`26,`000,`0000,"Manufacture of computer, electronic and optical products",60,60,0,36,36,0,24,24,0,6,6,0,0,0,0,6,6,0
B0118,`08,`120,District - Tonk,`26,`261,`0000,Manufacture of electronic components,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`261,`2610,Manufacture of electronic components,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`262,`0000,Manufacture of computers and peripheral equipment,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`262,`2620,Manufacture of computers and peripheral equipment,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`263,`0000,Manufacture of communication equipment,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`263,`2630,Manufacture of communication equipment,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`264,`0000,Manufacture of consumer electronics,24,24,0,18,18,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`264,`2640,Manufacture of consumer electronics,24,24,0,18,18,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`26,`265,`0000,"Manufacture of measuring, testing, navigating and control equipment;",6,6,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0
B0118,`08,`120,District - Tonk,`26,`265,`2651,"Manufacture of measuring, testing, navigating and control equipment",0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0
B0118,`08,`120,District - Tonk,`26,`265,`2652,Manufacture of watches and clocks,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`27,`000,`0000,Manufacture of electrical equipment,352,352,0,84,84,0,268,268,0,26,26,0,20,20,0,6,6,0
B0118,`08,`120,District - Tonk,`27,`271,`0000,"Manufacture of electric motors, generators, transformers and electricity",338,338,0,78,78,0,260,260,0,24,24,0,18,18,0,6,6,0
B0118,`08,`120,District - Tonk,`27,`271,`2710,"Manufacture of electric motors, generators, transformers and electricity",338,338,0,78,78,0,260,260,0,24,24,0,18,18,0,6,6,0
B0118,`08,`120,District - Tonk,`27,`272,`0000,Manufacture of batteries and accumulators,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`27,`272,`2720,Manufacture of batteries and accumulators,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`27,`274,`0000,Manufacture of electric lighting equipment,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
B0118,`08,`120,District - Tonk,`27,`274,`2740,Manufacture of electric lighting equipment,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
B0118,`08,`120,District - Tonk,`27,`275,`0000,Manufacture of domestic appliances,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`27,`275,`2750,Manufacture of domestic appliances,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`000,`0000,Manufacture of machinery and equipment n.e.c.,298,256,42,184,162,22,114,94,20,26,26,0,8,8,0,18,18,0
B0118,`08,`120,District - Tonk,`28,`281,`0000,Manufacture of general purpose machinery,106,96,10,86,82,4,20,14,6,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`281,`2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle",12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`281,`2813,"Manufacture of other pumps, compressors, taps and valves",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`281,`2814,"Manufacture of bearings, gears, gearing and driving elements",76,66,10,68,64,4,8,2,6,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`281,`2819,Manufacture of other general-purpose machinery,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`282,`0000,Manufacture of special-purpose machinery,192,160,32,98,80,18,94,80,14,26,26,0,8,8,0,18,18,0
B0118,`08,`120,District - Tonk,`28,`282,`2821,Manufacture of agricultural and forestry machinery,48,36,12,30,24,6,18,12,6,26,26,0,8,8,0,18,18,0
B0118,`08,`120,District - Tonk,`28,`282,`2822,Manufacture of metal-forming machinery and machine tools,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`282,`2824,"Manufacture of machinery for mining, quarrying and construction",26,26,0,6,6,0,20,20,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`282,`2825,"Manufacture of machinery for food, beverage and tobacco processing",40,38,2,18,18,0,22,20,2,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`28,`282,`2826,"Manufacture of machinery for textile, apparel and leather production",70,52,18,36,24,12,34,28,6,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`000,`0000,"Manufacture of motor vehicles, trailers and semi-trailers",52,52,0,40,40,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`291,`0000,Manufacture of motor vehicles,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`291,`2910,Manufacture of motor vehicles,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`292,`0000,Manufacture of bodies (coachwork) for motor vehicles; manufacture of,26,26,0,20,20,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`292,`2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,26,26,0,20,20,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`293,`0000,Manufacture of parts and accessories for motor vehicles,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`29,`293,`2930,Manufacture of parts and accessories for motor vehicles,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`30,`000,`0000,Manufacture of other transport equipment,160,154,6,86,86,0,74,68,6,28,28,0,20,20,0,8,8,0
B0118,`08,`120,District - Tonk,`30,`301,`0000,Building of ships and boats,20,20,0,2,2,0,18,18,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`30,`301,`3011,Building of ships and floating structures,20,20,0,2,2,0,18,18,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`30,`302,`0000,Manufacture of railway locomotives and rolling stock,30,24,6,12,12,0,18,12,6,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`30,`302,`3020,Manufacture of railway locomotives and rolling stock,30,24,6,12,12,0,18,12,6,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`30,`309,`0000,Manufacture of transport equipment n.e.c.,110,110,0,72,72,0,38,38,0,22,22,0,14,14,0,8,8,0
B0118,`08,`120,District - Tonk,`30,`309,`3091,Manufacture of motorcycles,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`30,`309,`3099,Manufacture of other transport equipment n.e.c.,108,108,0,70,70,0,38,38,0,22,22,0,14,14,0,8,8,0
B0118,`08,`120,District - Tonk,`31,`000,`0000,Manufacture of furniture,1768,1702,66,1278,1238,40,490,464,26,272,218,54,214,178,36,58,40,18
B0118,`08,`120,District - Tonk,`31,`310,`0000,Manufacture of furniture,1768,1702,66,1278,1238,40,490,464,26,272,218,54,214,178,36,58,40,18
B0118,`08,`120,District - Tonk,`31,`310,`3100,Manufacture of furniture,1768,1702,66,1278,1238,40,490,464,26,272,218,54,214,178,36,58,40,18
B0118,`08,`120,District - Tonk,`32,`000,`0000,Other manufacturing,4726,4128,598,1832,1550,282,2894,2578,316,732,342,390,338,188,150,394,154,240
B0118,`08,`120,District - Tonk,`32,`321,`0000,"Manufacture of jewellery, bijouterie and related articles",3772,3242,530,1436,1180,256,2336,2062,274,590,234,356,260,128,132,330,106,224
B0118,`08,`120,District - Tonk,`32,`321,`3211,Manufacture of jewellery and related articles,3512,3052,460,1312,1112,200,2200,1940,260,584,228,356,260,128,132,324,100,224
B0118,`08,`120,District - Tonk,`32,`321,`3212,Manufacture of imitation jewellery and related articles,260,190,70,124,68,56,136,122,14,6,6,0,0,0,0,6,6,0
B0118,`08,`120,District - Tonk,`32,`322,`0000,Manufacture of musical instruments,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`32,`322,`3220,Manufacture of musical instruments,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`32,`324,`0000,Manufacture of games and toys,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`32,`324,`3240,Manufacture of games and toys,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`32,`329,`0000,Other manufacturing n.e.c.,940,872,68,384,358,26,556,514,42,142,108,34,78,60,18,64,48,16
B0118,`08,`120,District - Tonk,`32,`329,`3290,Other manufacturing n.e.c.,940,872,68,384,358,26,556,514,42,142,108,34,78,60,18,64,48,16
B0118,`08,`120,District - Tonk,`33,`000,`0000,Repair and installation of machinery and equipment,828,812,16,322,314,8,506,498,8,96,94,2,66,64,2,30,30,0
B0118,`08,`120,District - Tonk,`33,`331,`0000,"Repair of fabricated metal products, machinery and equipment",810,794,16,316,308,8,494,486,8,82,82,0,64,64,0,18,18,0
B0118,`08,`120,District - Tonk,`33,`331,`3311,Repair of fabricated metal products,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`33,`331,`3312,Repair of machinery,226,226,0,114,114,0,112,112,0,18,18,0,18,18,0,0,0,0
B0118,`08,`120,District - Tonk,`33,`331,`3313,Repair of electronic and optical equipment,40,40,0,16,16,0,24,24,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`33,`331,`3314,Repair of electrical equipment,338,336,2,102,100,2,236,236,0,50,50,0,38,38,0,12,12,0
B0118,`08,`120,District - Tonk,`33,`331,`3315,"Repair of transport equipment, except motor vehicles",172,158,14,64,58,6,108,100,8,14,14,0,8,8,0,6,6,0
B0118,`08,`120,District - Tonk,`33,`331,`3319,Repair of other equipment,26,26,0,14,14,0,12,12,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`33,`332,`0000,Installation of industrial machinery and equipment,18,18,0,6,6,0,12,12,0,14,12,2,2,0,2,12,12,0
B0118,`08,`120,District - Tonk,`33,`332,`3320,Installation of industrial machinery and equipment,18,18,0,6,6,0,12,12,0,14,12,2,2,0,2,12,12,0
B0118,`08,`120,District - Tonk,`35,`000,`0000,"Electricity, gas, steam and air conditioning supply",582,562,20,220,218,2,362,344,18,24,22,2,22,22,0,2,0,2
B0118,`08,`120,District - Tonk,`35,`351,`0000,"Electric power generation, transmission and distribution",498,478,20,210,208,2,288,270,18,18,16,2,16,16,0,2,0,2
B0118,`08,`120,District - Tonk,`35,`351,`3510,"Electric power generation, transmission and distribution",498,478,20,210,208,2,288,270,18,18,16,2,16,16,0,2,0,2
B0118,`08,`120,District - Tonk,`35,`352,`0000,Manufacture of gas; distribution of gaseous fuels through mains,70,70,0,2,2,0,68,68,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`35,`352,`3520,Manufacture of gas; distribution of gaseous fuels through mains,70,70,0,2,2,0,68,68,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`35,`353,`0000,Steam and air conditioning supply,14,14,0,8,8,0,6,6,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`35,`353,`3530,Steam and air conditioning supply,14,14,0,8,8,0,6,6,0,6,6,0,6,6,0,0,0,0
B0118,`08,`120,District - Tonk,`36,`000,`0000,"Water collection, treatment and supply",434,434,0,192,192,0,242,242,0,30,26,4,6,6,0,24,20,4
B0118,`08,`120,District - Tonk,`36,`360,`0000,"Water collection, treatment and supply",434,434,0,192,192,0,242,242,0,30,26,4,6,6,0,24,20,4
B0118,`08,`120,District - Tonk,`36,`360,`3600,"Water collection, treatment and supply",434,434,0,192,192,0,242,242,0,30,26,4,6,6,0,24,20,4
B0118,`08,`120,District - Tonk,`37,`000,`0000,Sewerage,278,174,104,76,38,38,202,136,66,8,6,2,2,0,2,6,6,0
B0118,`08,`120,District - Tonk,`37,`370,`0000,Sewerage,278,174,104,76,38,38,202,136,66,8,6,2,2,0,2,6,6,0
B0118,`08,`120,District - Tonk,`37,`370,`3700,Sewerage,278,174,104,76,38,38,202,136,66,8,6,2,2,0,2,6,6,0
B0118,`08,`120,District - Tonk,`38,`000,`0000,"Waste collection, treatment and disposal activities; materials recovery",184,130,54,76,48,28,108,82,26,94,44,50,94,44,50,0,0,0
B0118,`08,`120,District - Tonk,`38,`381,`0000,Waste collection,108,68,40,52,24,28,56,44,12,64,20,44,64,20,44,0,0,0
B0118,`08,`120,District - Tonk,`38,`381,`3811,Collection of non-hazardous waste,70,46,24,44,20,24,26,26,0,40,18,22,40,18,22,0,0,0
B0118,`08,`120,District - Tonk,`38,`381,`3812,Collection of hazardous waste,38,22,16,8,4,4,30,18,12,24,2,22,24,2,22,0,0,0
B0118,`08,`120,District - Tonk,`38,`382,`0000,Waste treatment and disposal,76,62,14,24,24,0,52,38,14,30,24,6,30,24,6,0,0,0
B0118,`08,`120,District - Tonk,`38,`382,`3822,Treatment and disposal of hazardous waste,76,62,14,24,24,0,52,38,14,30,24,6,30,24,6,0,0,0
B0118,`08,`120,District - Tonk,`39,`000,`0000,Remediation activities and other waste management services,32,12,20,26,6,20,6,6,0,18,6,12,18,6,12,0,0,0
B0118,`08,`120,District - Tonk,`39,`390,`0000,Remediation activities and other waste management services,32,12,20,26,6,20,6,6,0,18,6,12,18,6,12,0,0,0
B0118,`08,`120,District - Tonk,`39,`390,`3900,Remediation activities and other waste management services,32,12,20,26,6,20,6,6,0,18,6,12,18,6,12,0,0,0
B0118,`08,`120,District - Tonk,`41,`000,`0000,Construction of buildings,20132,17220,2912,12768,10780,1988,7364,6440,924,7202,4766,2436,4974,3058,1916,2228,1708,520
B0118,`08,`120,District - Tonk,`41,`410,`0000,Construction of buildings,20132,17220,2912,12768,10780,1988,7364,6440,924,7202,4766,2436,4974,3058,1916,2228,1708,520
B0118,`08,`120,District - Tonk,`41,`410,`4100,Construction of buildings,20132,17220,2912,12768,10780,1988,7364,6440,924,7202,4766,2436,4974,3058,1916,2228,1708,520
B0118,`08,`120,District - Tonk,`42,`000,`0000,Civil engineering,2678,1960,718,1878,1274,604,800,686,114,6088,1798,4290,5732,1526,4206,356,272,84
B0118,`08,`120,District - Tonk,`42,`421,`0000,Construction of roads and railways,550,372,178,448,284,164,102,88,14,1376,410,966,1324,366,958,52,44,8
B0118,`08,`120,District - Tonk,`42,`421,`4210,Construction roads and railways,550,372,178,448,284,164,102,88,14,1376,410,966,1324,366,958,52,44,8
B0118,`08,`120,District - Tonk,`42,`422,`0000,Construction of utility projects,136,132,4,118,114,4,18,18,0,104,72,32,86,54,32,18,18,0
B0118,`08,`120,District - Tonk,`42,`422,`4220,Construction of utility projects,136,132,4,118,114,4,18,18,0,104,72,32,86,54,32,18,18,0
B0118,`08,`120,District - Tonk,`42,`429,`0000,Construction of other civil engineering projects,1992,1456,536,1312,876,436,680,580,100,4608,1316,3292,4322,1106,3216,286,210,76
B0118,`08,`120,District - Tonk,`42,`429,`4290,Construction of other civil engineering projects,1992,1456,536,1312,876,436,680,580,100,4608,1316,3292,4322,1106,3216,286,210,76
B0118,`08,`120,District - Tonk,`43,`000,`0000,Specialized construction activities,1974,1918,56,1072,1038,34,902,880,22,606,438,168,488,320,168,118,118,0
B0118,`08,`120,District - Tonk,`43,`431,`0000,Demolition and site preparation,160,146,14,112,98,14,48,48,0,234,78,156,234,78,156,0,0,0
B0118,`08,`120,District - Tonk,`43,`431,`4311,Demolition,30,24,6,30,24,6,0,0,0,8,8,0,8,8,0,0,0,0
B0118,`08,`120,District - Tonk,`43,`431,`4312,Site preparation,130,122,8,82,74,8,48,48,0,226,70,156,226,70,156,0,0,0
B0118,`08,`120,District - Tonk,`43,`432,`0000,"Electrical, plumbing and other construction installation activities",770,758,12,424,418,6,346,340,6,84,84,0,54,54,0,30,30,0
B0118,`08,`120,District - Tonk,`43,`432,`4321,Electrical installation,574,568,6,334,334,0,240,234,6,70,70,0,48,48,0,22,22,0
B0118,`08,`120,District - Tonk,`43,`432,`4322,"Plumbing, heat and air-conditioning installation",194,188,6,88,82,6,106,106,0,14,14,0,6,6,0,8,8,0
B0118,`08,`120,District - Tonk,`43,`432,`4329,Other construction installation,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`43,`433,`0000,Building completion and finishing,1030,1000,30,522,508,14,508,492,16,288,276,12,200,188,12,88,88,0
B0118,`08,`120,District - Tonk,`43,`433,`4330,Building completion and finishing,1030,1000,30,522,508,14,508,492,16,288,276,12,200,188,12,88,88,0
B0118,`08,`120,District - Tonk,`43,`439,`0000,Other specialized construction activities,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`43,`439,`4390,Other specialized construction activities,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`45,`000,`0000,Wholesale and retail trade and repair of motor vehicles and motorcycles,2288,2274,14,736,732,4,1552,1542,10,212,206,6,94,94,0,118,112,6
B0118,`08,`120,District - Tonk,`45,`451,`0000,Sale of motor vehicles,52,50,2,14,12,2,38,38,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`45,`451,`4510,Sale of motor vehicles,52,50,2,14,12,2,38,38,0,0,0,0,0,0,0,0,0,0
B0118,`08,`120,District - Tonk,`45,`452,`0000,Maintenance and repair of motor vehicles,842,838,4,226,224,2,616,614,2,86,80,6,28,28,0,58,52,6
B0118,`08,`120,District - Tonk,`45,`452,`4520,Maintenance and repair of motor vehicles,842,838,4,226,224,2,616,614,2,86,80,6,28,28,0,58,52,6
B0118,`08,`120,District - Tonk,`45,`453,`0000,Sale of motor vehicle parts and accessories,408,406,2,104,104,0,304,302,2,16,16,0,4,4,0,12,12,0
B0118,`08,`120,District - Tonk,`45,`453,`4530,Sale of motor vehicle parts and accessories,408,406,2,104,104,0,304,302,2,16,16,0,4,4,0,12,12,0
B0118,`08,`120,District - Tonk,`45,`454,`0000,"Sale, maintenance and repair of motorcycles and related parts and",986,980,6,392,392,0,594,588,6,110,110,0,62,62,0,48,48,0
B0118,`08,`120,District - Tonk,`45,`454,`4540,"Sale, maintenance and repair of motorcycles and related parts and",986,980,6,392,392,0,594,588,6,110,110,0,62,62,0,48,48,0
B0118,`08,`120,District - Tonk,`46,`000,`0000,"Wholesale trade, except of motor vehicles and motorcycles",3934,3724,210,1718,1588,130,2216,2136,80,552,454,98,298,256,42,254,198,56
